CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)	EC_corporate_code	EC_corporate_uri
TI_PF_E	Transformation input - patent fuel plants - energy use	Entrées en transformation - fabriques d'agglomérés - usage énergétique	Umwandlungseinsatz - Steinkohlenbrikettfabriken - energetischer Verbrauch	Y			
TI_PF_NE	Transformation input - patent fuel plants - non-energy use	Entrées en transformation - fabriques d'agglomérés - usage non-énergétique	Umwandlungseinsatz - Steinkohlenbrikettfabriken - nichtenergetischer Verbrauch	Y			
TI_BKBPB	Transformation input - brown coal briquettes and peat briquettes plants	Entrées en transformation - fabriques de briquettes de lignite et briquettes de tourbe	Umwandlungseinsatz - Braunkohle-/Torfbrikettfabriken	Y			
TI_BKBPB_E	Transformation input - brown coal briquettes and peat briquettes plants - energy use	Entrées en transformation - fabriques de briquettes de lignite et briquettes de tourbe - usage énergétique	Umwandlungseinsatz - Braunkohle-/Torfbrikettfabriken - energetischer Verbrauch	Y			
TI_BKBPB_NE	Transformation input - brown coal briquettes and peat briquettes plants - non-energy use	Entrées en transformation - fabriques de briquettes de lignite et briquettes de tourbe - usage non-énergétique	Umwandlungseinsatz - Braunkohle-/Torfbrikettfabriken - nichtenergetischer Verbrauch	Y			
TI_CL	Transformation input - coal liquefaction plants	Entrées en transformation - usines de liquéfaction du charbon	Umwandlungseinsatz - Kohleverflüssigungsanlagen	Y			
TI_CL_E	Transformation input - coal liquefaction plants - energy use	Entrées en transformation - usines de liquéfaction du charbon - usage énergétique	Umwandlungseinsatz - Kohleverflüssigungsanlagen - energetischer Verbrauch	Y			
TI_CL_NE	Transformation input - coal liquefaction plants - non-energy use	Entrées en transformation - usines de liquéfaction du charbon - usage non-énergétique	Umwandlungseinsatz - Kohleverflüssigungsanlagen - nichtenergetischer Verbrauch	Y			
TI_BNG	Transformation input - for blending with natural gas	Entrées en transformation - pour mélange avec du gaz naturel	Umwandlungseinsatz - für Mischen mit Erdgas	Y			
TI_BNG_E	Transformation input - for blending with natural gas - energy use	Entrées en transformation - pour mélange avec du gaz naturel - usage énergétique	Umwandlungseinsatz - für Mischen mit Erdgas - energetischer Verbrauch	Y			
TI_BNG_NE	Transformation input - for blending with natural gas - non-energy use	Entrées en transformation - pour mélange avec du gaz naturel - usage non-énergétique	Umwandlungseinsatz - für Mischen mit Erdgas - nichtenergetischer Verbrauch	Y			
TI_BOP	Transformation input - for blending with oil products	Entrées en transformation - pour mélange avec des produits pétroliers	Umwandlungseinsatz - für Mischen mit Ölprodukten	Y			
TI_LBB	Transformation input - liquid biofuels blended	Entrées en transformation - biocarburants liquides mélangés	Umwandlungseinsatz - gemischte flüssige Biobrennsstoffe	Y			
TI_LBB_E	Transformation input - liquid biofuels blended - energy use	Entrées en transformation - biocarburants liquides mélangés - usage énergétique	Umwandlungseinsatz - gemischte flüssige Biobrennsstoffe - energetischer Verbrauch	Y			
TI_LBB_NE	Transformation input - liquid biofuels blended - non-energy use	Entrées en transformation - biocarburants liquides mélangés - usage non-énergétique	Umwandlungseinsatz - gemischte flüssige Biobrennsstoffe - nichtenergetischer Verbrauch	Y			
TI_BREN	Transformation input - for blending with renewables	Entrées en transformation - pour mélange avec des renouvelables	Umwandlungseinsatz - für Mischen mit erneuerbare Quellen	Y			
TI_HYDP	Transformation input - hydrogen production	Entrées en transformation - production d'hydrogène	Umwandlungseinsatz - Wasserstoffproduktion	Y			
TI_AMMP	Transformation input - ammonia production	Entrées en transformation - production d'ammoniac	Umwandlungseinsatz - Ammoniakproduktion	Y			
TI_EFP	Transformation input - e-fuels production	Entrées en transformation - production d'e-carburants	Umwandlungseinsatz - Produktion von E-Fuels	Y			
TI_CPP	Transformation input - charcoal production plants	Entrées en transformation - usines de production de charbon de bois	Umwandlungseinsatz - Holzkohlefabriken	Y			
TI_CPP_E	Transformation input - charcoal production plants - energy use	Entrées en transformation - usines de production de charbon de bois - usage énergétique	Umwandlungseinsatz - Holzkohlefabriken - energetischer Verbrauch	Y			
TI_CPP_NE	Transformation input - charcoal production plants - non-energy use	Entrées en transformation - usines de production de charbon de bois - usage non-énergétique	Umwandlungseinsatz - Holzkohlefabriken - nichtenergetischer Verbrauch	Y			
TI_GTL	Transformation input - gas-to-liquids plants	Entrées en transformation - usines de liquéfaction du gaz	Umwandlungseinsatz - Gasverflüssigungsanlagen	Y			
TI_GTL_E	Transformation input - gas-to-liquids plants - energy use	Entrées en transformation - usines de liquéfaction du gaz - usage énergétique	Umwandlungseinsatz - Gasverflüssigungsanlagen - energetischer Verbrauch	Y			
TI_GTL_NE	Transformation input - gas-to-liquids plants - non-energy use	Entrées en transformation - usines de liquéfaction du gaz - usage non-énergétique	Umwandlungseinsatz - Gasverflüssigungsanlagen - nichtenergetischer Verbrauch	Y			
TI_GTL_GTL	Transformation input - gas-to-liquids plants - GTL technology	Entrées en transformation - usines de liquéfaction du gaz - technologie GTL	Umwandlungseinsatz - Gasverflüssigungsanlagen - GTL Technologie	Y			
TI_GTL_GTL_E	Transformation input - gas-to-liquids plants - GTL technology - energy use	Entrées en transformation - usines de liquéfaction du gaz - technologie GTL - usage énergétique	Umwandlungseinsatz - Gasverflüssigungsanlagen - GTL Technologie - energetischer Verbrauch	Y			
TI_GTL_GTL_NE	Transformation input - gas-to-liquids plants - GTL technology - non-energy use	Entrées en transformation - usines de liquéfaction du gaz - technologie GTL - usage non-énergétique	Umwandlungseinsatz - Gasverflüssigungsanlagen - GTL Technologie - nichtenergetischer Verbrauch	Y			
TI_STG	Transformation input - solid-to-gas plants	Entrées en transformation - usines de solide à gaz	Umwandlungseinsatz - Feststoff- bis Gasanlagen	Y			
TI_STL	Transformation input - solid-to-liquid plants	Entrées en transformation - usines de solide à liquide	Umwandlungseinsatz - feste bis flüssige Pflanzen	Y			
TI_LTG	Transformation input - liquid-to-gas plants	Entrées en transformation - usines de liquide à gaz	Umwandlungseinsatz - Flüssig-zu-Gas-Anlagen	Y			
TI_LTL	Transformation input - liquid-to-liquid plants	Entrées en transformation - usines de liquide à liquide	Umwandlungseinsatz - flüssige bis flüssige Pflanzen	Y			
TI_NSP	Transformation input - not elsewhere specified	Entrées en transformation - non spécifiées ailleurs	Umwandlungseinsatz - nicht anders angegeben	Y			
TI_NSP_E	Transformation input - not elsewhere specified - energy use	Entrées en transformation - non spécifiées ailleurs - usage énergétique	Umwandlungseinsatz - nicht anders angegeben - energetischer Verbrauch	Y			
TI_NSP_NE	Transformation input - not elsewhere specified - non-energy use	Entrées en transformation - non spécifiées ailleurs - usage non-énergétique	Umwandlungseinsatz - nicht anders angegeben - nichtenergetischer Verbrauch	Y			
TI_OTH	Other transformation input	Autres entrées en transformation	Einsatz in sonstigen Umwandlungen	Y			
GTO	Gross transformation output	Sorties brutes de transformation	Bruttoumwandlungsausstoss	Y			
NTO	Net transformation output	Sorties nettes de transformation	Nettoumwandlungsausstoss	Y			
TO	Transformation output	Sorties de transformation	Rückfluss aus Umwandlungen	Y			
TO_EHG	Transformation output - electricity and heat generation	Sorties de transformation - production d'électricité et de chaleur	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme	Y			
TO_EHG_EONL	Transformation output - electricity and heat generation - electricity only	Sorties de transformation - production d'électricité et de chaleur - production d'électricité uniquement	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - Elektrizitätserzeuger	Y			
TO_EHG_CHP	Transformation output - electricity and heat generation - combined heat and power	Sorties de transformation - production d'électricité et de chaleur - cogénération de chaleur et d'électricité	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - Elektrizitäts- und Wärmeerzeuger (Kraft-Wärme-Kopplung)	Y			
TO_EHG_HONL	Transformation output - electricity and heat generation - heat only	Sorties en transformation - production d'électricité et de chaleur - production de chaleur uniquement	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - Wärmeerzeuger	Y			
TO_EHG_MAPE	Transformation output - electricity and heat generation - main activity producer electricity only	Sorties de transformation - production d'électricité et de chaleur - producteur dont l'activité principale est la production d'électricité uniquement	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - hauptsächlich als Elektrizitätserzeuger tätiges Unternehmen	Y			
TO_EHG_MAPCHP	Transformation output - electricity and heat generation - main activity producer combined heat and power	Sorties de transformation - production d'électricité et de chaleur - producteur dont l'activité principale est la cogénération de chaleur et d'électricité	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - hauptsächlich als Elektizitäts- und Wärmeerzeuger tätiges Unternehmen (Kraft-Wärme-Kopplung)	Y			
TO_EHG_MAPH	Transformation output - electricity and heat generation - main activity producer heat only	Sorties de transformation - production d'électricité et de chaleur - producteur dont l'activité principale est la production de chaleur uniquement	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - hauptsächlich als Wärmeerzeuger tätiges Unternehmen	Y			
TO_EHG_APE	Transformation output - electricity and heat generation - autoproducer electricity only	Sorties de transformation - production d'électricité et de chaleur - autoproducteur d'électricité uniquement	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - Eigenerzeuger nur Elektrizität	Y			
TO_EHG_APCHP	Transformation output - electricity and heat generation - autoproducer combined heat and power	Sorties de transformation - production d'électricité et de chaleur - autoproducteur de chaleur et d'électricité combinées	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - Eigenerzeuger Elektrizität und Wärme (Kraft-Wärme-Kopplung)	Y			
TO_EHG_APH	Transformation output - electricity and heat generation - autoproducer heat only	Sorties de transformation - production d'électricité et de chaleur - autoproducteur de chaleur uniquement	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - Eigenerzeuger nur Wärme	Y			
TO_EHG_EDHP	Transformation output - electricity and heat generation - electrically driven heat pumps	Sorties de transformation - production d'électricité et de chaleur - pompes à chaleur électriques	Rückfluss aus Umwandlungen- Erzeugung von Elektrizität und Wärme - Elektrisch angetriebene Wärmepumpen	Y			
TO_EHG_EB	Transformation output - electricity and heat generation - electric boilers	Sorties de transformation - production d'électricité et de chaleur - chaudières électriques	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - Elektrokessel	Y			
TO_EHG_PH	Transformation output - electricity and heat generation - pumped hydro	Sorties de transformation - production d'électricité et de chaleur - pompage	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - Elektrizität für Pumpspeicherkraftwerke	Y			
TO_EHG_EPS_PURE	Transformation output - electricity and heat generation - electricity for pumped storage - pure hydro plants	Sorties de transformation - production d'électricité et de chaleur - électricité pour le stockage par pompage - centrales hydrauliques pures	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - Elektrizität für Pumpspeicherkraftwerke - reine Wasserkraftwerke	Y			
TO_EHG_EPS_MIX	Transformation output - electricity and heat generation - electricity for pumped storage - mixed plants	Sorties de transformation - production d'électricité et de chaleur - électricité pour le stockage par pompage - centrales mixtes	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - Elektrizität für Pumpspeicherkraftwerke - gemischte Werke	Y			
TO_EHG_OTH	Transformation output - electricity and heat generation - other sources	Sorties de transformation - production d'électricité et de chaleur - autres sources	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - andere Quellen	Y			
TO_EHG_S_OTH	Transformation output - electricity and heat generation - other sources	Sorties de transformation - production d'électricité et de chaleur - autres sources	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - andere Quellen	Y			
TO_EHG_G_OTH	Transformation output - electricity and heat generation - other generation	Sorties en transformation - production d'électricité et de chaleur - autre production	Rückfluss aus Umwandlungen - Erzeugung von Elektrizität und Wärme - andere Erzeugung	Y			
TO_CO	Transformation output - coke ovens	Sorties de transformation - fours à coke	Rückfluss aus Umwandlungen - Kokereien	Y			
TO_BF	Transformation output - blast furnaces	Sorties de transformation - hauts-fourneaux	Rückfluss aus Umwandlungen - Hochöfen	Y			
TO_GW	Transformation output - gas works	Sorties de transformation - usines à gaz	Rückfluss aus Umwandlungen - Gaswerke	Y			
TO_RPI	Transformation output - refineries and petrochemical industry	Sorties de transformation - raffineries et industrie pétrochimique	Rückfluss aus Umwandlungen - Raffinerien und petrochemische Industrie	Y			
TO_RPI_RO	Transformation output - refineries and petrochemical industry - refinery output	Sorties de transformation - raffineries et industrie pétrochimique - production des raffineries	Rückfluss aus Umwandlungen - Raffinerien und petrochemische Industrie - Raffinerieaustoß	Y			
TO_RPI_BKFLOW	Transformation output - refineries and petrochemical industry - backflows	Sorties de transformation - raffineries et industrie pétrochimique - retours	Rückfluss aus Umwandlungen - Raffinerien und petrochemische Industrie - Rückläufe	Y			
TO_RPI_PT	Transformation output - refineries and petrochemical industry - products transferred	Sorties de transformation - raffineries et industrie pétrochimique - produits transférés	Rückfluss aus Umwandlungen - Raffinerien und petrochemische Industrie - Übertragung von Erzeugnissen	Y			
TO_RPI_IT	Transformation output - refineries and petrochemical industry - interproduct transfers	Sorties de transformation - raffineries et industrie pétrochimique - transferts entre produits	Rückfluss aus Umwandlungen - Raffinerien und petrochemische Industrie - Austausch von Erzeugnissen	Y			
TO_RPI_PPR	Transformation output - refineries and petrochemical industry - primary product receipts	Sorties de transformation - raffineries et industrie pétrochimique - produits primaires reçus	Rückfluss aus Umwandlungen - Raffinerien und petrochemische Industrie - Rohstoffeingänge	Y			
TO_RPI_PIR	Transformation output - refineries and petrochemical industry - petrochemical industry returns	Sorties de transformation - raffineries et industrie pétrochimique - restitutions de la pétrochimie	Rückfluss aus Umwandlungen - Raffinerien und petrochemische Industrie - Rückläufe der petrochemischen Industrie	Y			
TO_RPI_O_OTH	Transformation output - refineries and petrochemical industry - other transformation output	Sorties de transformation - raffineries et industrie pétrochimique - autres sorties de transformation	Rückfluss aus Umwandlungen - Raffinerien und petrochemische Industrie - Ausstoss von sonstigen Umwandlungen	Y			
TO_PF	Transformation output - patent fuel plants	Sorties de transformation - fabriques d'agglomérés	Rückfluss aus Umwandlungen - Steinkohlenbrikettfabriken	Y			
TO_BKBPB	Transformation output - brown coal briquettes and peat briquettes plants	Sorties de transformation - fabriques de briquettes de lignite et briquettes de tourbe	Rückfluss aus Umwandlungen - Braunkohle-/Torfbrikettfabriken	Y			
TO_CL	Transformation output - coal liquefaction plants	Sorties de transformation - usines de liquéfaction du charbon	Rückfluss aus Umwandlungen - Kohleverflüssigungsanlagen	Y			
TO_BNG	Transformation output - blended in natural gas	Sorties de transformation - gaz naturel mélangé	Rückfluss aus Umwandlungen - für Mischgas	Y			
TO_LBB	Transformation output - liquid biofuels blended	Sorties de transformation - biocarburants liquides mélangés	Rückfluss aus Umwandlungen - gemischte flüssige Biobrennsstoffe	Y			
TO_CPP	Transformation output - charcoal production plants	Sorties de transformation - usines de production de charbon de bois	Rückfluss aus Umwandlungen - Holzkohlefabriken	Y			
TO_GTL	Transformation output - gas-to-liquids plants	Sorties de transformation - usines de liquéfaction du gaz	Rückfluss aus Umwandlungen - Gasverflüssigungsanlagen	Y			
TO_NSP	Transformation output - not elsewhere specified	Sorties de transformation - non spécifiées ailleurs	Rückfluss aus Umwandlungen - nicht anders angegeben	Y			
TO_OTH	Other transformation output	Autres sorties de transformation	Ausstoss von sonstigen Umwandlungen	Y			
NRG	Energy sector	Secteur de l'énergie	Energiesektor	Y			
NRG_E	Energy sector - energy use	Secteur de l'énergie - usage énergétique	Energiesektor - energetischer Verbrauch	Y			
NRG_EHG	Energy sector - electricity and heat generation	Secteur de l'énergie - production d'électricité et de chaleur	Energiesektor - Erzeugung von Elektrizität und Wärme	Y			
NRG_EHG_E	Energy sector - electricity and heat generation - energy use	Secteur de l'énergie - production d'électricité et de chaleur - usage énergétique	Energiesektor - Erzeugung von Elektrizität und Wärme - energetischer Verbrauch	Y			
NRG_EHG_NE	Energy sector - electricity and heat generation - non-energy use	Secteur de l'énergie - production d'électricité et de chaleur - usage non-énergétique	Energiesektor - Erzeugung von Elektrizität und Wärme - nichtenergetischer Verbrauch	Y			
NRG_CM	Energy sector - coal mines	Secteur de l'énergie - mines de charbon	Energiesektor - Kohlebergwerke	Y			
NRG_CM_E	Energy sector - coal mines - energy use	Secteur de l'énergie - mines de charbon - usage énergétique	Energiesektor - Kohlebergwerke - energetischer Verbrauch	Y			
NRG_CM_NE	Energy sector - coal mines - non-energy use	Secteur de l'énergie - mines de charbon - usage non-énergétique	Energiesektor - Kohlebergwerke - nichtenergetischer Verbrauch	Y			
NRG_OIL_NG	Energy sector - oil and natural gas extraction plants	Secteur de l'énergie - usines d'extraction de pétrole et de gaz naturel	Energiesektor - Erdöl- und Erdgasgewinnunganlagen	Y			
NRG_OIL_NG_E	Energy sector - oil and natural gas extraction plants - energy use	Secteur de l'énergie - usines d'extraction de pétrole et de gaz naturel - usage énergétique	Energiesektor - Erdöl- und Erdgasgewinnunganlagen - energetischer Verbrauch	Y			
NRG_OIL_NG_NE	Energy sector - oil and natural gas extraction plants - non-energy use	Secteur de l'énergie - usines d'extraction de pétrole et de gaz naturel - usage non-énergétique	Energiesektor - Erdöl- und Erdgasgewinnunganlagen - nichtenergetischer Verbrauch	Y			
NRG_PF	Energy sector - patent fuel plants	Secteur de l'énergie - fabriques d'agglomérés	Energiesektor - Steinkohlenbrikettfabriken	Y			
NRG_PF_E	Energy sector - patent fuel plants - energy use	Secteur de l'énergie - fabriques d'agglomérés - usage énergétique	Energiesektor - Steinkohlenbrikettfabriken - energetischer Verbrauch	Y			
NRG_PF_NE	Energy sector - patent fuel plants - non-energy use	Secteur de l'énergie - fabriques d'agglomérés - usage non-énergétique	Energiesektor - Steinkohlenbrikettfabriken - nichtenergetischer Verbrauch	Y			
NRG_CO	Energy sector - coke ovens	Secteur de l'énergie - fours à coke	Energiesektor - Kokereien	Y			
NRG_CO_E	Energy sector - coke ovens - energy use	Secteur de l'énergie - fours à coke - usage énergétique	Energiesektor - Kokereien - energetischer Verbrauch	Y			
NRG_CO_NE	Energy sector - coke ovens - non-energy use	Secteur de l'énergie - fours à coke - usage non-énergétique	Energiesektor - Kokereien - nichtenergetischer Verbrauch	Y			
NRG_BKBPB	Energy sector - brown coal briquettes and peat briquettes plants	Secteur de l'énergie - fabriques de briquettes de lignite et briquettes de tourbe	Energiesektor - Braunkohle-/Torfbrikettfabriken	Y			
NRG_BKBPB_E	Energy sector - brown coal briquettes and peat briquettes plants - energy use	Secteur de l'énergie - fabriques de briquettes de lignite et briquettes de tourbe - usage énergétique	Energiesektor - Braunkohle-/Torfbrikettfabriken - energetischer Verbrauch	Y			
NRG_BKBPB_NE	Energy sector - brown coal briquettes and peat briquettes plants - non-energy use	Secteur de l'énergie - fabriques de briquettes de lignite et briquettes de tourbe - usage non-énergétique	Energiesektor - Braunkohle-/Torfbrikettfabriken - nichtenergetischer Verbrauch	Y			
NRG_GW	Energy sector - gas works	Secteur de l'énergie - usines à gaz	Energiesektor - Gaswerke	Y			
NRG_GW_E	Energy sector - gas works - energy use	Secteur de l'énergie - usines à gaz - usage énergétique	Energiesektor - Gaswerke - energetischer Verbrauch	Y			
NRG_GW_NE	Energy sector - gas works - non-energy use	Secteur de l'énergie - usines à gaz - usage non-énergétique	Energiesektor - Gaswerke - nichtenergetischer Verbrauch	Y			
NRG_PLG	Energy sector - production, liquefaction, gasification	Secteur de l'énergie - production, liquéfaction, gazéification	Energiesektor - Produktion, Verflüssigung, Vergasung	Y			
NRG_BF	Energy sector - blast furnaces	Secteur de l'énergie - hauts-fourneaux	Energiesektor - Hochöfen	Y			
NRG_BF_E	Energy sector - blast furnaces - energy use	Secteur de l'énergie - hauts-fourneaux - usage énergétique	Energiesektor - Hochöfen - energetischer Verbrauch	Y			
NRG_BF_NE	Energy sector - blast furnaces - non-energy use	Secteur de l'énergie - hauts-fourneaux - usage non-énergétique	Energiesektor - Hochöfen - nichtenergetischer Verbrauch	Y			
NRG_PR	Energy sector - petroleum refineries (oil refineries)	Secteur de l'énergie - raffineries de pétrole	Energiesektor - Öl Raffinerien	Y			
NRG_PR_E	Energy sector - petroleum refineries (oil refineries) - energy use	Secteur de l'énergie - raffineries de pétrole - usage énergétique	Energiesektor - Öl Raffinerien - energetischer Verbrauch	Y			
NRG_PR_NE	Energy sector - petroleum refineries (oil refineries) - non-energy use	Secteur de l'énergie - raffineries de pétrole - usage non-énergétique	Energiesektor - Öl Raffinerien - nichtenergetischer Verbrauch	Y			
NRG_NI	Energy sector - nuclear industry	Secteur de l'énergie - industrie nucléaire	Energiesektor - Nukleare Industrie	Y			
NRG_NI_E	Energy sector - nuclear industry - energy use	Secteur de l'énergie - industrie nucléaire - usage énergétique	Energiesektor - Nukleare Industrie - energetischer Verbrauch	Y			
NRG_NI_NE	Energy sector - nuclear industry - non-energy use	Secteur de l'énergie - industrie nucléaire - usage non-énergétique	Energiesektor - Nukleare Industrie - nichtenergetischer Verbrauch	Y			
NRG_CL	Energy sector - coal liquefaction plants	Secteur de l'énergie - usines de liquéfaction du charbon	Energiesektor - Kohleverflüssigungsanlagen	Y			
NRG_CL_E	Energy sector - coal liquefaction plants - energy use	Secteur de l'énergie - usines de liquéfaction du charbon - usage énergétique	Energiesektor - Kohleverflüssigungsanlagen - energetischer Verbrauch	Y			
NRG_CL_NE	Energy sector - coal liquefaction plants - non-energy use	Secteur de l'énergie - usines de liquéfaction du charbon - usage non-énergétique	Energiesektor - Kohleverflüssigungsanlagen - nichtenergetischer Verbrauch	Y			
NRG_LNG	Energy sector - liquefaction and regasification plants (LNG)	Secteur de l'énergie - usines de liquéfaction et regazéification (GNL)	Energiesektor - Verflüssigungs-  und Vergasungsanlagen (LNG)	Y			
NRG_LNG_E	Energy sector - liquefaction and regasification plants (LNG) - energy use	Secteur de l'énergie - usines de liquéfaction et regazéification (GNL) - usage énergétique	Energiesektor - Verflüssigungs-  und Vergasungsanlagen (LNG) - energetischer Verbrauch	Y			
NRG_LNG_NE	Energy sector - liquefaction and regasification plants (LNG) - non-energy use	Secteur de l'énergie - usines de liquéfaction et regazéification (GNL) - usage non-énergétique	Energiesektor - Verflüssigungs-  und Vergasungsanlagen (LNG) - nichtenergetischer Verbrauch	Y			
NRG_BIOG	Energy sector - gasification plants for biogas	Secteur de l'énergie - usines de gazéification de biogaz	Energiesektor - Vergasungsanlagen für Biogas	Y			
NRG_BIOG_E	Energy sector - gasification plants for biogas - energy use	Secteur de l'énergie - usines de gazéification de biogaz - usage énergétique	Energiesektor - Vergasungsanlagen für Biogas - energetischer Verbrauch	Y			
NRG_BIOG_NE	Energy sector - gasification plants for biogas - non-energy use	Secteur de l'énergie - usines de gazéification de biogaz - usage non-énergétique	Energiesektor - Vergasungsanlagen für Biogas - nichtenergetischer Verbrauch	Y			
NRG_GTL	Energy sector - gas-to-liquids plants	Secteur de l'énergie - usines de liquéfaction du gaz	Energiesektor - Gasverflüssigungsanlagen	Y			
NRG_GTL_E	Energy sector - gas-to-liquids plants - energy use	Secteur de l'énergie - usines de liquéfaction du gaz - usage énergétique	Energiesektor - Gasverflüssigungsanlagen - energetischer Verbrauch	Y			
NRG_GTL_NE	Energy sector - gas-to-liquids plants - non-energy use	Secteur de l'énergie - usines de liquéfaction du gaz - usage non-énergétique	Energiesektor - Gasverflüssigungsanlagen - nichtenergetischer Verbrauch	Y			
NRG_GTL_GTL	Energy sector - gas-to-liquids plants - GTL technology	Secteur de l'énergie - usines de liquéfaction du gaz - technologie GTL	Energiesektor - Gasverflüssigungsanlagen - GTL Technologie	Y			
NRG_GTL_GTL_E	Energy sector - gas-to-liquids plants - GTL technology - energy use	Secteur de l'énergie - usines de liquéfaction du gaz - technologie GTL - usage énergétique	Energiesektor - Gasverflüssigungsanlagen - GTL Technologie - energetischer Verbrauch	Y			
NRG_GTL_GTL_NE	Energy sector - gas-to-liquids plants - GTL technology - non-energy use	Secteur de l'énergie - usines de liquéfaction du gaz - technologie GTL - usage non-énergétique	Energiesektor - Gasverflüssigungsanlagen - GTL Technologie - nichtenergetischer Verbrauch	Y			
NRG_CPP	Energy sector - charcoal production plants	Secteur de l'énergie - usines de production de charbon de bois	Energiesektor - Holzkohlefabriken	Y			
NRG_CPP_E	Energy sector - charcoal production plants - energy use	Secteur de l'énergie - usines de production de charbon de bois - usage énergétique	Energiesektor - Holzkohlefabriken - energetischer Verbrauch	Y			
NRG_CPP_NE	Energy sector - charcoal production plants - non-energy use	Secteur de l'énergie - usines de production de charbon de bois - usage non-énergétique	Energiesektor - Holzkohlefabriken - nichtenergetischer Verbrauch	Y			
NRG_NSP	Energy sector - not elsewhere specified	Secteur de l'énergie - non spécifié ailleurs	Energiesektor - nicht anders angegeben	Y			
NRG_NSP_E	Energy sector - not elsewhere specified - energy use	Secteur de l'énergie - non spécifié ailleurs - usage énergétique	Energiesektor - nicht anders angegeben - energetischer Verbrauch	Y			
NRG_NSP_NE	Energy sector - not elsewhere specified - non-energy use	Secteur de l'énergie - non spécifié ailleurs - usage non-énergétique	Energiesektor - nicht anders angegeben - nichtenergetischer Verbrauch	Y			
NRG_MNBRFT_E	Energy sector - manufacturing of non-biological fuels of renewable origin used in transport - energy use	Secteur de l'énergie - fabrication de carburants non biologiques d'origine renouvelable utilisés dans le secteur des transports - usage énergétique	Energiesektor - Herstellung nicht biologischer Kraftstoffe erneuerbaren Ursprungs, die im Verkehr verwendet werden- energetischer Verbrauch	Y			
NRG_MFT_E	Energy sector - manufacturing of fuels used in transport - energy use	Secteur de l'énergie - fabrication de carburants utilisés dans le secteur des transports - usage énergétique	Energiesektor - Herstellung Kraftstoffe, die im Verkehr verwendet werden- energetischer Verbrauch	Y			
LOSS	Losses	Pertes	Verluste	Y			
TL	Transformation losses	Pertes de transformation	Umwandlungsverluste	Y			
TL_EHG	Transformation losses - electricity and heat generation	Pertes de transformation - production d'électricité et de chaleur	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme	Y			
TL_EHG_EONL	Transformation losses - electricity and heat generation - electricity only	Pertes de transformation - production d'électricité et de chaleur - production d'électricité uniquement	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme - Elektrizitätserzeuger	Y			
TL_EHG_CHP	Transformation losses - electricity and heat generation - combined heat and power	Pertes de transformation - production d'électricité et de chaleur - cogénération de chaleur et d'électricité	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme - Elektrizitäts- und Wärmeerzeuger (Kraft-Wärme-Kopplung)	Y			
TL_EHG_HONL	Transformation losses - electricity and heat generation - heat only	Pertes en transformation - production d'électricité et de chaleur - production de chaleur uniquement	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme - Wärmeerzeuger	Y			
TL_EHG_MAPE	Transformation losses - electricity and heat generation - main activity producer electricity only	Pertes de transformation - production d'électricité et de chaleur - producteur dont l'activité principale est la production d'électricité uniquement	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme - hauptsächlich als Elektrizitätserzeuger tätiges Unternehmen	Y			
TL_EHG_MAPCHP	Transformation losses - electricity and heat generation - main activity producer combined heat and power	Pertes de transformation - production d'électricité et de chaleur - producteur dont l'activité principale est la cogénération de chaleur et d'électricité	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme - hauptsächlich als Elektrizitäts- und Wärmeerzeuger tätiges Unternehmen (Kraft-Wärme-Kopplung)	Y			
TL_EHG_MAPH	Transformation losses - electricity and heat generation - main activity producer heat only	Pertes de transformation - production d'électricité et de chaleur - producteur dont l'activité principale est la production de chaleur uniquement	Umwandlungsverluste - Erzeugung von Elektrizität und Wärme - hauptsächlich als Wärmeerzeuger tätiges Unternehmen	Y			
TL_EHG_APE	Transformation losses - electricity and heat generation - autoproducer electricity only	Pertes de transformation - production d'électricité et de chaleur - autoproducteur d'électricité uniquement	Umwandlungsverluste - Eigenerzeuger nur Elektrizität	Y			
