CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)	EC_corporate_code	EC_corporate_uri
I15_JOB	Index, 2015=100 (based on jobs)	Indice, 2015=100 (basé sur les emplois)	Index, 2015=100 (auf Basis von Arbeitsplätzen)	M			
I10_JOB	Index, 2010=100 (based on jobs)	Indice, 2010=100 (basé sur les emplois)	Index, 2010=100 (auf Basis von Arbeitsplätzen)	M			
SEI	Shannon evenness index	Indice d'uniformité Shannon	Shannon Index für die Äquität	M			
SDI	Shannon diversity index	Indice de diversité Shannon	Shannon Index für Diversität	M			
I_MED	Income index (compared to national median)	Indice de revenu (comparé à la médiane nationale)	Einkommensindex (verglichen mit dem nationalen Medianwert)	M			
I_MEAN	Income index (compared to national mean)	Indice de revenu (comparé à la moyenne nationale)	Einkommensindex (verglichen mit dem nationalen Durchschnitt)	M			
HICP2015	Harmonized consumer price index, 2015=100	Indice harmonisé des prix à la consommation, 2015=100	Harmonisierter Verbraucherpreisindex, 2015=100	M			
I15_NSA	Index, 2015=100 (NSA)	Indice, 2015=100 (NSA)	Index, 2015=100 (NSA)	M			
I21_NSA	Index, 2021=100 (NSA)	Indice, 2021=100 (NSA)	Index, 2021=100 (NSA)	M			
I21_SCA	Index, 2021=100 (SCA)	Indice, 2021=100 (SCA)	Index, 2021=100 (SCA)	M			
KP_I10	Constant prices, index 2010=100	Prix constants, indice 2010=100	Konstante Preise, Index 2010=100	M			
CLV_I20	Chain linked volumes, index 2020=100	Mesures de volume chaînées, indice 2020=100	Verkettete Volumen, Index 2020=100	M			
CLV_I15	Chain linked volumes, index 2015=100	Mesures de volume chaînées, indice 2015=100	Verkettete Volumen, Index 2015=100	M			
CLV_I10	Chain linked volumes, index 2010=100	Mesures de volume chaînées, indice 2010=100	Verkettete Volumen, Index 2010=100	M			
CLV_I05	Chain linked volumes, index 2005=100	Mesures de volume chaînées, indice 2005=100	Verkettete Volumen, Index 2005=100	M			
IVU-NSA	Unit value index (2021=100) - not seasonally adjusted	Indice de valeur unitaire (2021=100) - non désaisonnalisé	Index des Einheitswertes (2021=100) - nicht saisonbereinigt	M			
IVOL-SA	Volume index (2021=100) - seasonally and working day adjusted	Indice de volume (2021=100) - désaisonnalisée et corrigée des jours ouvrables	Volumenindex (2021=100) - saisonbereinigt und arbeitstäglich bereinigt	M			
IVOL-NSA	Volume index (2021=100) - not seasonally adjusted	Indice de volume (2021=100) - non désaisonnalisé	Volumenindex (2021=100) - nicht saisonbereinigt	M			
AVG	Average	Moyenne	Durchschnitt	M			
AVG_A	Annual average	Moyenne annuelle	Jahresdurchschnitt	M			
AVG_3Y	Three-year average	Moyenne sur 3 ans	Dreijahresdurchschnitt	M			
THS_CD08	Cumulative difference from 2008, in thousands	Différence cumulée à partir de 2008, en milliers	Kumulierte Differenz ab 2008, in Tausend	M			
MV12R	Moving 12-months average rate of change	Taux de variation moyen mobile sur 12 mois	Jährliche Veränderungsrate des gleitenden Jahresdurchschnitts	M			
SUM_4Q	Sum of the last 4 quarters	Somme des 4 derniers trimestres	Summe der letzten 4 Quartale	M			
THS_T_4Q	Sum of the last 4 quarters (in thousand tonnes)	Somme des 4 derniers trimestres (en millier de tonnes)	Summe der letzten 4 Quartale (in Tausend Tonnen)	M			
THS_TEU_4Q	Sum of the last 4 quarters (in TEUs)	Somme des 4 derniers trimestres (en EVP)	Summe der letzten 4 Quartale (in TEU)	M			
RK	Rank	Rang	Rang	M			
RTG	Rating (0-10)	Notation (0-10)	Bewertung (0-10)	M			
REL1	Relative value, relating to all enterprises	Valeur relative par rapport à l'ensemble des entreprises	Relativer Wert für alle Unternehmen	M			
REL2	Relative value, relating to innovating enterprises	Valeur relative par rapport aux entreprises innovantes	Relativer Wert für innovative Unternehmen	M			
REL3	Relative value, relating to product innovators	Valeur relative par rapport aux entreprises innovantes en termes de produits	Relativer Wert für Produktinnovatoren	M			
REL4	Relative value, relating to process innovators	Valeur relative par rapport aux entreprises innovantes en termes de procédés	Relativer Wert für Prozessinnovatoren	M			
REL5	Relative value, relating to service innovators	Valeur relative par rapport aux entreprises innovantes en termes de services	Relativer Wert für Dienstleistungsinnovatoren	M			
REL6	Relative value, relating to total innovation expenditure	Valeur relative par rapport au total des dépenses d'innovation	Relativer Wert für Innovationsausgaben insgesamt	M			
REL7	Relative value, relating to innovating enterprises with innovation cooperation	Valeur relative par rapport aux entreprises innovantes ayant des accords de coopération en matière d'innovation	Relativer Wert für Unternehmen mit Innovationskooperation	M			
REL8	Relative value, relating to innovating enterprises with seriously delayed projects	Valeur relative par rapport aux entreprises innovantes ayant des projets fortement retardés	Relativer Wert für innovative Unternehmen mit ernsthaft verzögerten Projekten	M			
REL9	Relative value, relating to innovating enterprises with abolished projects	Valeur relative par rapport aux entreprises innovantes ayant abandonné des projets	Relativer Wert für innovative Unternehmen mit aufgegebenen Projekten	M			
REL10	Relative value, relating to innovating enterprises with not even started projects	Valeur relative par rapport aux entreprises innovantes ayant des projets qui n'ont jamais démarré	Relativer Wert für innovative Unternehmen mit gar nicht erst angefangenen Projekten	M			
REL11	Relative value, relating to enterprises in the corresponding level of export intensity	Valeur relative par rapport aux entreprises du niveau d'intensité des exportations correspondant	Relativer Wert für Unternehmen mit entsprechendem hoher Exportintensität	M			
REL12	Relative value, relating to enterprises in the corresponding type of firm	Valeur relative par rapport aux entreprises du type de firme correspondant	Relativer Wert für Unternehmen mit entsprechendem Unternehmenstyp	M			
CVA	Coefficient of variation for absolute value	Coefficient de variation de la valeur absolue	Variationskoeffizient für den absoluten Wert	M			
CV1	Coefficient of variation for relative value, relating to all enterprises	Coefficient de variation de la valeur relative, par rapport à l'ensemble des entreprises	Variationskoeffizient für den relativen Wert, für alle Unternehmen	M			
CV2	Coefficient of variation for relative value, relating to innovating enterprises	Coefficient de variation de la valeur relative par rapport aux entreprises innovantes	Variationskoeffizient für den relativen Wert, für innovative Unternehmen	M			
CV3	Coefficient of variation for relative value, relating to product innovators	Coefficient de variation de la valeur relative par rapport aux entreprises innovantes en termes de produits	Variationskoeffizient für den relativen Wert, für Produktinnovatoren	M			
CV4	Coefficient of variation for relative value, relating to process innovators	Coefficient de variation de la valeur relative par rapport aux entreprises innovantes en termes de procédés	Variationskoeffizient für den relativen Wert, für Prozessinnovatoren	M			
CV5	Coefficient of variation for relative value, relating to service innovators	Coefficient de variation de la valeur relative par rapport aux entreprises innovantes en termes de services	Variationskoeffizient für den relativen Wert, für Dienstleistungsinnovatoren	M			
CV6	Coefficient of variation for relative value, relating to total innovation expenditure	Coefficient de variation de la valeur relative par rapport au total des dépenses en innovation	Variationskoeffizient für den relativen Wert, für Innovationsausgaben insgesamt	M			
CV7	Coefficient of variation for relative value, relating to enterprises with innovation cooperation	Coefficient de variation de la valeur relative par rapport aux entreprises innovantes ayant des accords de coopération en matière d'innovation	Variationskoeffizient für den relativen Wert, für Unternehmen mit Innovationskooperation	M			
CV8	Coefficient of variation for relative value, relating to innovating enterprises with seriously delayed projects	Coefficient de variation de la valeur relative par rapport aux entreprises innovantes ayant des projets fortement retardés	Variationskoeffizient für den relativen Wert, für innovative Unternehmen mit ernsthaft verzögerten Projekten	M			
CV9	Coefficient of variation for relative value, relating to innovating enterprises with abolished projects	Coefficient de variation de la valeur relative par rapport aux entreprises innovantes ayant abandonné des projets	Variationskoeffizient für den relativen Wert, für innovative Unternehmen mit aufgegebenen Projekten	M			
CV10	Coefficient of variation for relative value, relating to innovating enterprises with not even started projects	Coefficient de variation de la valeur relative, par rapport aux entreprises innovantes ayant des projets qui n'ont jamais démarré	Variationskoeffizient für den relativen Wert, für innovative Unternehmen mit gar nicht erst angefangenen Projekten	M			
CV11	Coefficient of variation for relative value, relating to enterprises in the corresponding level of export intensity	Coefficient de variation de la valeur relative par rapport aux entreprises du niveau d'intensité des exportations correspondant	Variationskoeffizient für den relativen Wert, für Unternehmen mit entsprechend hoher Exportintensität	M			
CV12	Coefficient of variation for relative value, relating to enterprises in the corresponding type of firm	Coefficient de variation de la valeur relative par rapport aux entreprises ayant le type de firme correspondant	Variationskoeffizient für den relativen Wert, für Unternehmen mit entsprechendem Unternehmenstyp	M			
SGM_ESU	Standard gross margin (SGM) in economic size unit (ESU)	Marge brute standard (MBS) en unités de dimension européenne (UDE)	Standarddeckungsbeitrag (SDB) in Europäischen Größeneinheiten (EGE)	M			
TEU	Twenty-foot equivalent unit (TEU)	Equivalent vingt pieds (EVP)	Zwanzig-Fuß-Einheit (TEU)	Y			
THS_TEU	Thousand twenty-foot equivalent unit (TEU)	Mille équivalent vingt pieds (EVP)	Tausend Zwanzig-Fuß-Einheiten (TEU)	Y			
THS_TEUKM	Thousand TEU-kilometres	Mille EVP-kilomètres	Tausend TEU-Kilometer	Y			
AWU	Annual working unit (AWU)	Unité de travail annuel (UTA)	Jährliche Arbeitseinheit (JAE)	Y			
THS_AWU	Thousand annual working units (AWU)	Mille unités de travail annuel (UTA)	Tausend jährliche Arbeitseinheiten (JAE)	Y			
MEUR_AWU	Million euro per annual working unit (AWU)	Millions d'euros par unité de travail annuel (UTA)	Millionen Euro pro jährliche Arbeitseinheit (JAE)	M			
ESU	European size unit (ESU)	Unité de dimension européenne (UDE)	Europäische Größeneinheit (EGE)	Y			
LSU	Livestock unit (LSU)	Unité de gros bétail (UGB)	Großvieheinheit (GVE)	Y			
FTE	Full-time equivalent (FTE)	Equivalent temps plein (ETP)	Vollzeitäquivalent (VZÄ)	Y			
THS_FTE	Thousand full-time equivalents (FTE)	Mille équivalents temps plein (ETP)	Tausend Vollzeitäquivalente (VZÄ)	Y			
FTE_HTHAB	Full time equivalent per hundred thousand inhabitants	Equivalent temps plein par centaine de milliers d'habitants	Vollzeiteinheit pro hunderttausend Einwohner	M			
PER	Person	Personne	Person	M			
PERS	Persons	Personnes	Personen	M			
THS_PER	Thousand persons	Milliers de personnes	Tausend Personen	M			
MIO_PER	Million persons	Millions de personnes	Millionen Personen	M			
PER_KM2	Persons per square kilometre	Personnes par kilomètre carré	Personen pro Quadratkilometer	M			
HAB	Inhabitant/person/capita	Habitant/personne/tête	Einwohner/Person/Kopf	M			
HAB_P	Inhabitants per ...	Habitants par ...	Einwohner pro ...	M			
HAB_KM2	Inhabitants per square kilometre	Habitants par kilomètre carré	Einwohner pro Quadratkilometer	M			
HAB_HC	Inhabitants per ... (head count)	Habitants par ... (dénombrement des effectifs)	Einwohner pro ... (Anzahl)	M			
HAB_FTE	Inhabitants per ... (full time equivalent)	Habitants par ... (équivalent temps plein)	Einwohner pro ... (Vollzeiteinheit)	M			
MIO_EMP	Millions of persons employed	Million de personnes occupées	Millionen Beschäftigte	M			
MIO_SAL	Millions of employees	Million de salariés	Millionen Arbeitnehmer	M			
THS_HH	Thousand households	Milliers de ménages	Tausend Haushalte	M			
P_PER	Per person	Par personne	Pro Person	M			
P_AE	Per adult equivalent	Par adulte équivalent	Pro Erwachsenenäquivalent	M			
P_BERD	Per billion euro of business enterprise expenditure on R&D (BERD)	Par milliard d'euros des dépenses de R&D des entreprises (BERD)	Pro Milliarde Euro der FuE-Ausgaben des Unternehmen (BERD)	M			
P_GERD	Per billion euro of gross domestic expenditure on R&D (GERD)	Par milliard d'euros des dépenses intérieures brutes de R&D (GERD)	Pro Milliarde Euro der Bruttoinlandsausgaben für F&E (GERD)	M			
PB	Planetary Boundary	Limite planétaire	Planetare Grenze	Y			
P_HAB	Per inhabitant	Par habitant	Pro Einwohner	M			
P_HHAB	Per hundred inhabitants	Par centaine d'habitants	Pro hundert Einwohner	M			
P_THAB	Per thousand inhabitants	Par millier d'habitants	Pro tausend Einwohner	M			
P_HTHAB	Per hundred thousand inhabitants	Par centaine de milliers d'habitants	Pro hunderttausend Einwohner	M			
P_MHAB	Per million inhabitants	Par million d'habitants	Pro Million Einwohner	M			
P_MACT	Per million of population in the labour force	Par million de la population active	Pro Million Erwerbspersonen	M			
P_SAL_Y	Per employee in full-time equivalents, per year	Par salarié en équivalent temps plein, par an	Pro Beschäftigten in Vollzeitäquivalente, pro Jahr	M			
P_SAL_M	Per employee in full-time equivalents, per month	Par salarié en équivalent temps plein, par mois	Pro Beschäftigten in Vollzeitäquivalente, pro Monat	M			
P_SAL_H	Per employee in full-time equivalents, per hour	Par salarié en équivalent temps plein, par heure	Pro Beschäftigten in Vollzeitäquivalente, pro Stunde	M			
P_HH	Per household	Par ménage	Pro Haushalt	M			
P_KM2	Per square kilometre	Par kilomètre carré	Pro Quadratkilometer	M			
PAS	Passenger	Passager	Passagiere	M			
THS_PAS	Thousand passengers	Mille passagers	Tausend Passagiere	M			
THS_PASF	Thousand passengers (excluding cruise passengers)	Mille passagers (sauf passagers de navires de croisière)	Tausend Passagiere (ohne Kreuzfahrtpassagiere)	M			
THS_PASC	Thousand cruise passengers starting and ending a cruise	Mille passagers de navires de croisière commençant et terminant une croisière	Tausend Kreuzfahrtpassagiere, die eine Kreuzfahrt beginnen und beenden	M			
THS_PASE	Thousand cruise passengers on excursion	Mille passagers de navires de croisière en excursion	Tausend Kreuzfahrtpassagiere auf Landausflügen	M			
HD	Head (animal)	Tête (animal)	Kopf (Tier)	M			
HD_AVG	Average of heads	Moyenne des têtes	Durchschnitt der Köpfe	M			
THS_HD	Thousand heads (animals)	Mille têtes (animaux)	Tausend Köpfe (Tiere)	M			
HC	Head count	Dénombrement des effectifs	Anzahl	M			
HC_HTHAB	Head count per hundred thousand inhabitants	Dénombrement des effectifs par centaine de milliers d'habitants	Anzahl pro hunderttausend Einwohner	M			
HLD	Holding	Exploitation	Betrieb	M			
MACH	Machine	Machine	Maschine	M			
PCE	Piece	Pièce	Stückzahl	M			
PLC	Place	Place	Platz	M			
HIVE	Beehives	Abeilles (ruches)	Bienenstöcke	M			
BAL	Balance	Bilan (solde)	Bilanz (Saldo)	M			
MOVE	Movement	Mouvement	Bewegung	M			
FLIGHT	Flight	Vol	Flug	M			
THS_JOB	Thousand jobs	Milliers d'emplois	Tausend Beschäftigungsverhältnisse	M			
THS_JRNY	Thousand journeys	Mille trajets	Tausend Fahrten	M			
THS_BTO	Thousand basic transport operations	Mille opérations de transport de base	Tausend Basistransportleistungen	M			
SEAT	Seats and berths	Places assises et couchées	Sitzplätze und Betten (Liege- und Schlafwagen)	M			
THS_SEAT	Thousand seats	Mille places assises	Tausend Sitzplätze	M			
VES_MOV	Vessel movements	Mouvements de bateaux	Schiffsbewegungen	M			
NR_ENT	Number of enterprises	Nombre d'entreprises	Anzahl der Unternehmen	M			
TVAL_SA	Trade value in million euro (SA)	Echanges commerciaux en valeur, millions d'euros (SA)	Handelsbeziehungen in Werten, Millionen Euro (SA)	M			
TVAL_MEUR	Trade value in million euro	Echanges commerciaux en valeur, millions d'euros	Handelsbeziehungen in Werten, Millionen Euro	M			
CAP_1000T_Y	Annual capacity/inputs in 1000T	Capacité et entrée annuelle en 1000T	Jährliche Kapazität und Eingänge in 1000T	M			
RAT	Ratio	Ratio	Verhältnis	Y			
RT	Rate	Taux	Quote	Y			
RT_R4Q	Rolling 4-quarter growth rate	Rolling 4-quarter growth rate	Rolling 4-quarter growth rate	M			
RT_INC	Incidence rate	Taux d'incidence	Inzidenzrate	M			
RT_SINC	Standardised incidence rate	Taux d'incidence standardisé	Standardisierte Inzidenzrate	M			
RT_UNE	Unemployment rate	Taux de chômage	Arbeitslosenquote	M			
RT_PRE	Growth rate on previous period (t/t-1)	Taux de croissance par rapport à la période précédente (t/t-1)	Wachstumsrate gegenüber der Vorperiode (t/t-1)	M			
RT_PRE_EUR	Growth rate on previous period (t/t-1) for values in euro	Taux de croissance par rapport à la période précédente (t/t-1) pour les valeurs en euros	Wachstumsrate gegenüber der Vorperiode (t/t-1) für Werte in Euro	M			
RT_PRE_NAC	Growth rate on previous period (t/t-1) for values in national currency	Taux de croissance par rapport à la période précédente (t/t-1) pour les valeurs en monnaie nationale	Wachstumsrate gegenüber der Vorperiode (t/t-1) für Werte in Landeswährung	M			
RT_PRE_GT	Growth rate on previous period (t/t-1) for gross tonnage of vessels	Taux de croissance par rapport à la période précédente (t/t-1) pour le tonnage brut des navires	Wachstumsrate gegenüber der Vorperiode (t/t-1) für die Bruttoraumzahl der Schiffe	M			
RT_PRE_NR	Growth rate on previous period (t/t-1) for number of vessels	Taux de croissance par rapport à la période précédente (t/t-1) pour le nombre de bateaux	Wachstumsrate gegenüber der Vorperiode (t/t-1) für die Anzahl der Schiffe	M			
RT1	Growth rate on previous period (t/t-1)	Taux de croissance par rapport à la période précédente (t/t-1)	Wachstumsrate gegenüber der Vorperiode (t/t-1)	M			
PTP_RT	Participation rate (%)	Taux de participation (%)	Teilnahmerate (%)	M			
RT12	Growth rate (t/t-12)	Taux de croissance (t/t-12)	Wachstumsrate (t/t-12)	M			
RT1-ABS-SA	Trade value - growth rate (m/m-1) - seasonally and working day adjusted	Echanges commerciaux en valeur - Taux de croissance (m/m-1) - désaisonnalisées et corrigées des jours ouvrables	Handelswert - Wachstumsrate (m/m-1) - saisonbereinigt und arbeitstäglich bereinigt	M			
RT12-ABS-NSA	Trade value - growth rate (m/m-12) - not seasonally adjusted	Echanges commerciaux en valeur - Taux de croissance (m/m-12) - non désaisonnalisées	Handelswerten - Wachstumsrate (m/m-12) - nicht saisonbereinigt	M			
RT1-IVU-NSA	Unit value index (2015=100) - growth rate (m/m-1) - not seasonally adjusted	Indice de valeur unitaire (2015=100) - Taux de croissance (m/m-1) - non désaisonnalisées	Index des Einheitswertes (2015=100) - Wachstumsrate (m/m-1) - nicht saisonbereinigt	M			
RT12-IVU-NSA	Unit value index (2015=100) - growth rate (m/m-12) - not seasonally adjusted	Indice de valeur unitaire (2015=100) - Taux de croissance (m/m-12) - non désaisonnalisé	Index des Einheitswertes (2015=100) - Wachstumsrate (m/m-12) - nicht saisonbereinigt	M			
RT1-IVOL-SA	Volume index (2015=100) - growth rate (m/m-1) - seasonally and working day adjusted	Indice de volume (2015=100) - Taux de croissance (m/m-1) - désaisonnalisées et corrigées des jours ouvrables	Volumenindex (2015=100) - Wachstumsrate (m/m-1) - saisonbereinigt und arbeitstäglich bereinigt	M			
RT12-IVOL-NSA	Volume index (2015=100) - growth rate (m/m-12) - not seasonally adjusted	Indice de volume (2015=100) - Taux de croissance (m/m-12) - non désaisonnalisées	Volumenindex (2015=100) - Wachstumsrate (m/m-12) - nicht saisonbereinigt	M			
RT1-SCA	Percentage change (t/t-1) - seasonally and calendar adjusted data	Variation en pourcentage (t/t-1) - Données désaisonnalisées et corrigées des effets de calendrier	Veränderung in Prozent (t/t-1) - saison- und kalenderbereinigte Daten	M			
RT4-NSA	Percentage change (t/t-4) - not seasonally adjusted data	Variation en pourcentage (t/t-4) - Données non désaisonnalisées	Veränderung in Prozent (t/t-4) - nicht saisonbereinigte Daten	M			
RT12-NSA	Percentage change (t/t-12) - not seasonally adjusted data	Variation en pourcentage (t/t-12) - Données non désaisonnalisées	Veränderung in Prozent (t/t-12) - nicht saisonbereinigte Daten	M			
RT12-CA	Percentage change (t/t-12) - calendar adjusted data, not seasonally adjusted data	Variation en pourcentage (t/t-12) - Données corrigées des effets de calendrier, données non désaisonnalisées	Veränderung in Prozent (t/t-12) - kalendarbereinigte Daten, nicht saisonbereinigte Daten	M			
RT4	Growth rate on the same quarter in previous year	Taux de croissance par rapport au même trimestre de l'année précédente	Wachstumsrate im gleichen Quartal des Vorjahres	O			
RT_SMQ	Growth rate on the same quarter in previous year	Taux de croissance par rapport au même trimestre de l'année précédente	Wachstumsrate im gleichen Quartal des Vorjahres	M			
RT_M_DIF	Monthly rate differences between HICP and HICP at constant taxes	Différence de taux mensuel entre l'IPCH et l'IPCH à taux de taxation constants	Differenz zwischen den monatlichen Änderungsraten des HVPI und des HVPI zu konstanten Steuersätzen	M			
RCH_M	Monthly rate of change	Taux de variation mensuel	Monatliche Veränderungsrate	M			
RCH_Q	Quarterly rate of change	Taux de variation trimestriel	Vierteljährliche Veränderungsrate	M			
RCH_A	Annual rate of change	Taux de variation annuel	Jährliche Veränderungsrate	M			
RCH_A_AVG	Annual average rate of change	Taux de variation moyen annuel	Jährliche Veränderungsrate des Jahresdurchschnitts	M			
RCH_MV12MAVR	Moving 12 months average rate of change	Taux de variation moyen mobile sur 12 mois	Jährliche Veränderungsrate des gleitenden Jahresdurchschnitts	M			
PC_PNT	Percentage point	Point de pourcentage	Prozentpunkt	Y			
PC	Percentage	Pourcentage	Prozent	Y			
PM	Per mille	Pour mille	Promille	Y			
PC_S	Standardised percentage	Pourcentage standardisé	Standardisierter prozentualer Anteil	M			
PC_Y	Percentage in the year	Pourcentage dans l’année	Prozentsatz des Jahreswertes	M			
PC_SIZE	Percentage of total size class	Pourcentage du total de classe de taille	Prozentsatz der Gesamtgrößenklasse	M			
PC_OECD	Percentage of OECD total	Pourcentage du total OCDE	Prozent von OECD insgesamt	M			
PC_OECD_EU	Percentage of the total of OECD countries and EU Member States not in OECD	Pourcentage du total des pays de l’OCDE et des États membres de l'UE hors OCDE	Prozent von OECD Ländern und von EU Mitgliedstaaten nicht in OECD insgesamt	M			
PC_AREA	Percentage of area	Pourcentage de la surface	Prozent der Fläche	M			
PC_UAA	Percentage of total utilised agricultural area	Pourcentage de la superficie agricole utilisée totale	Prozent der gesamten landwirtschaftlich genutzten Fläche	M			
PC_LSU	Percentage of total livestock units	Pourcentage de l'unité de gros bétail totale	Prozent der Großvieheinheiten insgesamt	M			
PC_POP	Percentage of total population	Pourcentage de la population totale	Prozent der Bevölkerung insgesamt	M			
PC_POP_NPT	Percentage of population not participating in tourism	Pourcentage de la population ne participant pas au tourisme	Prozent der Bevölkerung, die nicht am Tourismus teilnimmt	M			
PC_WMN	Percentage of women	Pourcentage des femmes	Prozent der Frauen	M			
PC_STU	Percentage of total tertiary students	Pourcentage de l'ensemble des étudiants de l'enseignement supérieur	Prozent der Hochschulstudenten insgesamt	M			
PC_FSTU	Percentage of total foreign tertiary students	Pourcentage de l'ensemble des étudiants étrangers de l'enseignement supérieur	Prozent der ausländischen Hochschulstudenten insgesamt	M			
PC_Y20-29	Percentage of total population aged 20-29	Pourcentage de la population âgée de 20 à 29 ans	Prozent der Gesamtbevölkerung im Alter von 20-29 Jahren	M			
PC_Y25-29	Percentage of total population aged 25-29	Pourcentage de la population âgée de 25 à 29 ans	Prozent der Gesamtbevölkerung im Alter von 25-29 Jahren	M			
PC_Y_LT60	Percentage of total population aged less than 60	Pourcentage de la population de moins de 60 ans	Prozent der Gesamtbevölkerung unter 60 Jahre	M			
PC_Y_LT65	Percentage of total population aged less than 65	Pourcentage de la population de moins de 65 ans	Prozent der Gesamtbevölkerung unter 65 Jahre	M			
PC_UP95	Percentage of total population - upper boundary of the 95% confidence interval	Pourcentage de la population totale - limite supérieure de l'intervalle de confiance à 95%	Prozent der Bevölkerung insgesamt - obere Grenze des 95% Konfidenzintervals	M			
PC_LW95	Percentage of total population - lower boundary of the 95% confidence interval	Pourcentage de la population totale - limite inférieure de l'intervalle de confiance à 95%	Prozent der Bevölkerung insgesamt - untere Grenze des 95% Konfidenzintervals	M			
PC_RIMG	Percentage of total recent immigrants	Pourcentage du total des immigrants récents	Prozent der Neuzuwanderer insgesamt	M			
PC_EMP	Percentage of total employment	Pourcentage du total de l'emploi	Prozent der Beschäftigung insgesamt	M			
PC_UNE	Percentage of unemployment	Pourcentage du chômage	Anteil der Arbeitslosen	M			
PC_ACT	Percentage of population in the labour force	Pourcentage de la population active	Anteil der Erwerbspersonen	M			
PC_ACT_HC	Percentage of population in the labour force - numerator in head count (HC)	Pourcentage de la population active - numérateur exprimé en nombre de personnes physiques (PP)	Prozent der Erwerbsbevölkerung - im Zähler: Kopfzahl	M			
PC_ACT_FTE	Percentage of population in the labour force - numerator in full-time equivalent (FTE)	Pourcentage de la population active - numérateur exprimé en équivalents temps plein (ETP)	Prozent der Erwerbsbevölkerung - im Zähler: Vollzeitäquivalent (VZÄ)	M			
PC_INAC	Percentage of population outside the labour force	Pourcentage de la population inactive	Anteil der Nichterwerbspersonen	M			
PC_INAC_WWRK	Percentage of population outside the labour force and wanting to work	Pourcentage de la population inactive qui veut travaillée	Anteil an den Nichterwerbspersonen, die arbeiten möchten	M			
PC_SAL	Percentage of employees	Pourcentage des salariés	Prozent der Arbeitnehmer	M			
PC_SAL_TEMP	Percentage of employees with a temporary job	Pourcentage des salariés avec un emploi temporaire	Prozent der Arbeitnehmer mit einer befristeten Arbeitsstelle	M			
PC_EMP_HC	Percentage of total employment - numerator in head count (HC)	Pourcentage de l'emploi total - numérateur exprimé en nombre de personnes physiques (PP)	Prozent der Gesamtbeschäftigung - im Zähler: Kopfzahl	M			
PC_EMP_FTE	Percentage of total employment - numerator in full-time equivalent (FTE)	Pourcentage de l'emploi total - numérateur exprimé en équivalents temps plein (ETP)	Prozent der Gesamtbeschäftigung - im Zähler: Vollzeitäquivalent (VZÄ)	M			
PC_ELF	Percentage of extended labour force	Pourcentage de la population active étendue	Prozent der erweiterten Erwerbsbevölkerung	M			
PC_TSCO	Percentage of total revenues from taxes and social contributions (including imputed social contributions)	Pourcentage du produit total des impôts et des cotisations sociales (y compris cotisations sociales imputées)	Prozentualer Anteil an den Gesamteinnahmen aus Steuern und Sozialabgaben (einschließlich unterstellter Sozialabgaben)	M			
PC_TSCO_X_ISCO	Percentage of total revenues from taxes and social contributions (excluding imputed social contributions)	Pourcentage du produit total des impôts et des cotisations sociales (hors cotisations sociales imputées)	Prozentualer Anteil an den Gesamteinnahmen aus Steuern und Sozialabgaben (ausschließlich unterstellter Sozialabgaben)	M			
PC_GDP	Percentage of gross domestic product (GDP)	Pourcentage du produit intérieur brut (PIB)	Prozent des Bruttoinlandsprodukts (BIP)	M			
PC_GVA	Percentage of gross value added (GVA)	Pourcentage de la valeur ajoutée brute (VAB)	Prozent der Bruttowertschöpfung (BWS)	M			
PC_GNI	Percentage of gross national income (GNI)	Pourcentage du revenu national brut (RNB)	Prozentualer Anteil am Bruttonationaleinkommen (BNE)	M			
PC_DI	Percentage of disposable income	Pourcentage du revenu disponible	Prozent des verfügbaren Einkommens	M			
PC_GADI	Percentage of gross adjusted disposable income	Pourcentage du revenu disponible brut ajusté	Prozentsatz verfügbares Einkommen, brutto	M			
PC_LE	Percentage of stocks (closing balance sheet)	Pourcentage des stocks (bilan de clôture)	Prozentsatz Aktien (Bilanz am Jahresende)	M			
PC_GEXP	Percentage of government expenditure	Pourcentage des dépenses des administrations publiques	Prozentualer Anteil von den Ausgaben des Staates	M			
PC_BEN	Percentage of total benefits	Pourcentage du total des prestations	Prozentualer Anteil von den Leistungen insgesamt	M			
PC_FUNC	Percentage of total function	Percentage of total function	Prozentualer Anteil an der Funktionen insgesamt	M			
PC_EXP	Percentage of total expenditure	Pourcentage du total des dépenses	Prozentualer Anteil von den Ausgaben insgesamt	M			
PC_PEXP	Percentage of total public expenditure	Pourcentage du total des dépenses publiques	Prozentualer Anteil an den öffentlichen Ausgaben insgesamt	M			
PC_REC	Percentage of total receipts	Pourcentage du total des recettes	Prozentualer Anteil von den Einnahmen insgesamt	M			
PC_CHE	Percentual share of total current health expenditure (CHE)	Pourcentage de la dépense de santé courante	Prozent der Laufende Gesundheitsausgaben	M			
PC_WRL	Percentage of world total	Pourcentage du total mondial	Prozent von Welt insgesamt	M			
PC_HH	Percentage of households	Pourcentage des ménages	Prozent der Haushalte	M			
PC_IND	Percentage of individuals	Pourcentage des particuliers	Prozent der Personen	M			
PC_HC	Percentage based on head count (HC)	Pourcentage basé sur le nombre de personnes physiques (PP)	Prozent basierend auf Kopfzahlen	M			
PC_FTE	Percentage based on full-time equivalents (FTE)	Pourcentage basé sur les équivalents temps plein (ETP)	Prozent auf Basis von Vollzeitäquivalent (VZÄ)	M			
